text,label
Jag mailade tekniska supporten och skickade dokument.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag nådde tekniska supporten och löste problemet.,positiv
Jag chattade supporten och blev hjälpt.,positiv
Tack för informationen.,neutral
Jag chattade supporten och ställde en fråga.,neutral
Jag ringde er avdelning och löste problemet.,positiv
Jag kontaktade kundtjänst och fick inget svar.,negativ
Ni har inte löst någonting.,negativ
Jag ringde kundservice och löste problemet.,positiv
Jag ringde tekniska supporten och ställde en fråga.,neutral
Jag ringde kundservice och fick svar direkt.,positiv
"Jag hoppas ni kan hjälpa mig, jag är väldigt nöjd med servicen idag.",positiv
Jag mailade tekniska supporten och fick vänta länge.,negativ
Jag chattade er avdelning och blev runtkopplad.,negativ
Jag mailade er avdelning och allt ordnade sig.,positiv
Jag behöver ändra min adress i systemet.,neutral
"Jag undrar om ni möjligen, operatören var otroligt handräckningsam och kunnig.",positiv
Jag kontaktade kundservice och blev hjälpt.,positiv
Jag chattade er avdelning och blev hjälpt.,positiv
Jag mailade er avdelning och lovades hjälp men inget hände.,negativ
Jag ringde kundservice och löste problemet.,positiv
Jag chattade supporten och fick information.,neutral
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Jag ringde tekniska supporten och fick vänta länge.,negativ
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Det här var inte vad jag förväntade mig.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
"Ursäkta att jag stör, ni löste mitt problem direkt, fantastiskt!",positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag uppskattar verkligen ert tålamod.,positiv
Jag ringde tekniska supporten och ställde en fråga.,neutral
Jag kontaktade supporten och skickade dokument.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag nådde kundservice och fick svar direkt.,positiv
Jag mailade tekniska supporten och fick vänta länge.,negativ
Fakturan stämmer inte alls och ingen hjälper mig.,negativ
Jag chattade supporten och ställde en fråga.,neutral
Jag gillar ert nya system.,positiv
Jag noterar vad ni sagt.,neutral
Mycket smidigare än jag trodde.,positiv
Ni har inte löst någonting.,negativ
Jag noterar vad ni sagt.,neutral
Jag kontaktade kundservice och löste problemet.,positiv
Jag absolut inte uppskattar verkligen ert tålamod.,negativ
Jag ringde kundtjänst och blev hjälpt.,positiv
Jag chattade tekniska supporten och bad om återkoppling.,neutral
Bra att ni lyssnade på min feedback.,positiv
Jag noterar vad ni sagt.,neutral
Jag ska läsa igenom villkoren först.,neutral
"ursäkta, men, kan ni skicka en bekräftelse på mail?",neutral
Jag mailade kundservice och skickade dokument.,neutral
Jag chattade tekniska supporten och blev hjälpt.,positiv
Tack för att ni tog er tid att förklara.,positiv
"Allting fungerar aldrig klockrent nu, tack!",negativ
Tack för att ni följde upp mitt ärende.,positiv
Jag noterar vad ni sagt.,neutral
Jag chattade kundservice och lovades hjälp men inget hände.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Jag är inte nöjd alls.,negativ
Jag nådde er avdelning och blev hjälpt.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag är inte nöjd alls.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag chattade tekniska supporten och fick hjälp.,positiv
Jag ringde tekniska supporten och lovades hjälp men inget hände.,negativ
Jag undrar hur lång leveranstiden är.,neutral
Jag chattade supporten och ställde en fråga.,neutral
Ni har tappat bort mina dokument.,negativ
Jag mailade er avdelning och skickade dokument.,neutral
Jag kontaktade kundservice och skickade dokument.,neutral
Hur länge gäller erbjudandet?,neutral
Jag kommer inte acceptera detta.,negativ
Jag knappast är helnöjd med lösningen ni gav mig.,negativ
Jag mailade kundtjänst och löste problemet.,positiv
"Ursäkta att jag stör, ni löste mitt problem direkt, fantastiskt!",positiv
Jag kommer inte acceptera detta.,negativ
Jag chattade er avdelning och ställde en fråga.,neutral
Smidigt och professionellt hanterat!,positiv
"Ni löste mitt problem direkt, fantastiskt!",positiv
Jag gillar ert nya system.,positiv
Jag chattade kundservice och blev hjälpt.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag avvaktar och ser hur det går.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade er avdelning och lovades hjälp men inget hände.,negativ
Jag nådde er avdelning och ställde en fråga.,neutral
Ni har inte löst någonting.,negativ
Jag kommer inte acceptera detta.,negativ
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Jag chattade supporten och fick hjälp.,positiv
Jag nådde kundservice och blev runtkopplad.,negativ
Jag uppskattar verkligen ert tålamod.,positiv
Jag är väldigt nöjd med servicen idag.,positiv
Jag mailade kundservice och löste problemet.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag kommer inte acceptera detta.,negativ
Jag mailade kundservice och fick svar direkt.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag noterar vad ni sagt.,neutral
Jag kommer inte acceptera detta.,negativ
Supporten förstod direkt vad jag menade.,positiv
Jag mailade supporten och fick hjälp.,positiv
Jag chattade tekniska supporten och fick inget svar.,negativ
Jag ringde kundservice och lovades hjälp men inget hände.,negativ
Jag ringde kundservice och löste problemet.,positiv
Jag mailade kundservice och ställde en fråga.,neutral
Jag chattade tekniska supporten och blev runtkopplad.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag nådde kundtjänst och skickade dokument.,neutral
Jag ringde tekniska supporten och fick vänta länge.,negativ
Jag gillar ert nya system.,positiv
Jag chattade tekniska supporten och bad om återkoppling.,neutral
Fakturan stämmer inte alls och ingen hjälper mig.,negativ
Det här var inte vad jag förväntade mig.,negativ
Ni har inte löst någonting.,negativ
Jag kontaktade kundtjänst och fick information.,neutral
Jag ringde kundservice och löste problemet.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Jag kontaktade kundservice och fick hjälp.,positiv
Jag mailade tekniska supporten och fick inget svar.,negativ
Jag kontaktade er avdelning och bad om återkoppling.,neutral
Jag chattade supporten och ställde en fråga.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Det här var inte vad jag förväntade mig.,negativ
"Allting fungerar klockrent nu, tack så mycket!",positiv
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Er support är helt värdelös.,negativ
Jag chattade er avdelning och fick hjälp.,positiv
Jag mailade kundtjänst och allt ordnade sig.,positiv
Jag chattade kundservice och blev runtkopplad.,negativ
"Jag skulle vara tacksam om, äntligen fick jag svar på min fråga.",positiv
Ni har inte löst någonting.,negativ
Tack så mycket för snabb hjälp med mitt ärende!,positiv
Jag chattade kundservice och fick inget svar.,negativ
"jag skulle vara tacksam om, jag fick ett meddelande om att ni försökt nå mig.",neutral
Jag chattade supporten och ställde en fråga.,neutral
"Ni löste mitt problem direkt, fantastiskt!",positiv
Jag ska läsa igenom villkoren först.,neutral
Jag har blivit feldebiterad tre månader i rad. Det är under all kritik.,negativ
Jag ringde tekniska supporten och fick vänta länge.,negativ
"Ni löste mitt problem direkt, fantastiskt!",positiv
"Allting fungerar klockrent absolut inte nu, tack!",negativ
Jag nådde kundtjänst och ställde en fråga.,neutral
Tack för snabb återkoppling på mitt mail.,positiv
Jag ringde kundservice och fick svar direkt.,positiv
Jag chattade er avdelning och skickade dokument.,neutral
Jag mailade tekniska supporten och skickade dokument.,neutral
Jag nådde er avdelning och fick vänta länge.,negativ
Det här var inte vad jag förväntade mig.,negativ
"Jag skulle vara tacksam om, tack för direkt hjälp med mitt ärende!",positiv
Jag chattade kundservice och fick inget svar.,negativ
Jag nådde tekniska supporten och löste problemet.,positiv
Jag chattade er avdelning och ingen kunde hjälpa.,negativ
Jag mailade er avdelning och löste problemet.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag ringde tekniska supporten och skickade dokument.,neutral
Jag kontaktade kundtjänst och fick hjälp.,positiv
Jag mailade supporten och blev hjälpt.,positiv
Jag är inte nöjd alls.,negativ
Jag gillar ert nya system.,positiv
Jag chattade kundservice och fick inget svar.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade supporten och allt ordnade sig.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag ringde er avdelning och fick vänta länge.,negativ
Jag chattade supporten och ställde en fråga.,neutral
Jag ringde kundtjänst och blev hjälpt.,positiv
Ni lovade återkoppling inom 24 timmar – det har gått en vecka. Det är under all kritik.,negativ
Jag ringde supporten och fick svar direkt.,positiv
Kommer aldrig mer anlita er igen.,negativ
Jag ringde supporten och fick inget svar.,negativ
Jag ska läsa igenom villkoren först.,neutral
Jag mailade tekniska supporten och ingen kunde hjälpa.,negativ
Det känns absolut inte som att ni verkligen bryr er.,negativ
Jag kontaktade tekniska supporten och ställde en fråga.,neutral
Återkommer om det behövs.,neutral
Jag gillar ert nya system.,positiv
Jag mailade kundtjänst och blev hjälpt.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag mailade tekniska supporten och fick hjälp.,positiv
"ursäkta, men, jag ska precis skicka in dokumenten ni bad om.",neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag har inte hunnit testa lösningen ännu.,neutral
Jag noterar vad ni sagt.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag mailade er avdelning och allt ordnade sig.,positiv
Jag chattade tekniska supporten och fick hjälp.,positiv
Operatören var otroligt assistanssam och kunnig.,positiv
Jag ska läsa igenom villkoren först.,neutral
Ni har inte löst någonting.,negativ
Det här var inte vad jag förväntade mig.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Mycket smidigare än jag trodde.,positiv
Tack för informationen.,neutral
Jag chattade tekniska supporten och bad om återkoppling.,neutral
Jag chattade supporten och fick svar direkt.,positiv
Mycket smidigare än jag trodde.,positiv
Jag kontaktade supporten och fick hjälp.,positiv
Jag ringde kundservice och löste problemet.,positiv
Jag är arg och frustrerad över situationen.,negativ
Jag ska läsa igenom villkoren först.,neutral
Ni har inte löst någonting.,negativ
Jag kontaktade kundtjänst och blev runtkopplad.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag avvaktar och ser hur det går.,neutral
Jag kommer inte acceptera detta.,negativ
Jag har blivit feldebiterad tre månader i rad.,negativ
Detta är tredje gången jag ringer om samma sak.,negativ
Jag ringde supporten och skickade dokument.,neutral
Bra att ni lyssnade på min feedback.,positiv
Tack ej för snabb återkoppling på mitt mail.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag gillar ert nya system.,positiv
Jag mailade kundservice och fick inget svar.,negativ
Jag ringde er avdelning och fick inget svar.,negativ
Jag har precis registrerat mig och loggar in för första gången.,neutral
Vilka betalningsalternativ erbjuder ni?,neutral
Återkommer om det behövs.,neutral
Jag mailade supporten och blev runtkopplad.,negativ
Jag ringde kundtjänst och blev hjälpt.,positiv
Jag nådde kundtjänst och fick vänta länge.,negativ
Jag mailade supporten och fick vänta länge.,negativ
Jag kontaktade kundtjänst och lovades hjälp men inget hände.,negativ
Jag mailade supporten och fick vänta länge.,negativ
Jag ringde tekniska supporten och ställde en fråga.,neutral
Jag avvaktar och ser hur det går.,neutral
Jag chattade er avdelning och blev hjälpt.,positiv
Jag ska läsa igenom villkoren först.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag mailade tekniska supporten och fick hjälp.,positiv
Jag nådde er avdelning och ställde en fråga.,neutral
Ni gjorde en komplicerad process enkel.,positiv
Jag nådde kundtjänst och blev runtkopplad.,negativ
Kan jag få en specifikation på fakturan?,neutral
Jag mailade supporten och ställde en fråga.,neutral
Mycket smidigare än jag trodde.,positiv
Ni har inte löst någonting.,negativ
Jag chattade er avdelning och blev hjälpt.,positiv
Jag har blivit feldebiterad tre månader i rad. Det är under all kritik.,negativ
Jag mailade er avdelning och fick svar direkt.,positiv
Jag ringde kundservice och löste problemet.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag chattade er avdelning och fick information.,neutral
Jag nådde kundservice och blev runtkopplad.,negativ
Jag kontaktade er avdelning och ingen kunde hjälpa.,negativ
Jag nådde kundtjänst och blev hjälpt.,positiv
Tack för informationen.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Jag nådde tekniska supporten och ställde en fråga.,neutral
Jag gillar ert nya system.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Jag mailade kundtjänst och ingen kunde hjälpa.,negativ
Ni har inte löst någonting.,negativ
Evigt tacksam för att ni tog er tid att förklara.,positiv
"jag skulle vara tacksam om, jag har precis registrerat mig och loggar in för första gången.",neutral
Tack för att ni följde upp mitt ärende.,positiv
Jag kommer inte acceptera detta.,negativ
Äntligen fick jag inte svar på min fråga.,negativ
Jag är inte nöjd alls.,negativ
Jag noterar vad ni sagt.,neutral
Jag noterar vad ni sagt.,neutral
Jag ringde kundservice och löste problemet.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag kontaktade er avdelning och bad om återkoppling.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Bästa aldrig supporten jag varit med om på länge.,negativ
Jag mailade kundservice och löste problemet.,positiv
